commit,score
"chore(release): 6.3.0-alpha.1 [skip ci]# [6.3.0-alpha.1](https://github.com/parse-community/parse-server/compare/6.2.0...6.3.0-alpha.1) (2023-06-18)### Bug Fixes* Cloud Code Trigger `afterSave` executes even if not set ([#8520](https://github.com/parse-community/parse-server/issues/8520)) ([afd0515](https://github.com/parse-community/parse-server/commit/afd0515e207bd947840579d3f245980dffa6f804))* GridFS file storage doesn't work with certain `enableSchemaHooks` settings ([#8467](https://github.com/parse-community/parse-server/issues/8467)) ([d4cda4b](https://github.com/parse-community/parse-server/commit/d4cda4b26c9bde8c812549b8780bea1cfabdb394))* Inaccurate table total row count for PostgreSQL ([#8511](https://github.com/parse-community/parse-server/issues/8511)) ([0823a02](https://github.com/parse-community/parse-server/commit/0823a02fbf80bc88dc403bc47e9f5c6597ea78b4))* LiveQuery server is not shut down properly when `handleShutdown` is called ([#8491](https://github.com/parse-community/parse-server/issues/8491)) ([967700b](https://github.com/parse-community/parse-server/commit/967700bdbc94c74f75ba84d2b3f4b9f3fd2dca0b))* Rate limit feature is incompatible with Node 14 ([#8578](https://github.com/parse-community/parse-server/issues/8578)) ([f911f2c](https://github.com/parse-community/parse-server/commit/f911f2cd3a8c45cd326272dcd681532764a3761e))* Unnecessary log entries by `extendSessionOnUse` ([#8562](https://github.com/parse-community/parse-server/issues/8562)) ([fd6a007](https://github.com/parse-community/parse-server/commit/fd6a0077f2e5cf83d65e52172ae5a950ab0f1eae))### Features* `extendSessionOnUse` to automatically renew Parse Sessions ([#8505](https://github.com/parse-community/parse-server/issues/8505)) ([6f885d3](https://github.com/parse-community/parse-server/commit/6f885d36b94902fdfea873fc554dee83589e6029))* Add new Parse Server option `preventSignupWithUnverifiedEmail` to prevent returning a user without session token on sign-up with unverified email address ([#8451](https://github.com/parse-community/parse-server/issues/8451)) ([82da308](https://github.com/parse-community/parse-server/commit/82da30842a55980aa90cb7680fbf6db37ee16dab))* Add option to change the log level of logs emitted by Cloud Functions ([#8530](https://github.com/parse-community/parse-server/issues/8530)) ([2caea31](https://github.com/parse-community/parse-server/commit/2caea310be412d82b04a85716bc769ccc410316d))* Add support for `$eq` query constraint in LiveQuery ([#8614](https://github.com/parse-community/parse-server/issues/8614)) ([656d673](https://github.com/parse-community/parse-server/commit/656d673cf5dea354e4f2b3d4dc2b29a41d311b3e))* Add zones for rate limiting by `ip`, `user`, `session`, `global` ([#8508](https://github.com/parse-community/parse-server/issues/8508)) ([03fba97](https://github.com/parse-community/parse-server/commit/03fba97e0549bfcaeee9f2fa4c9905dbcc91840e))* Allow `Parse.Object` pointers in Cloud Code arguments ([#8490](https://github.com/parse-community/parse-server/issues/8490)) ([28aeda3](https://github.com/parse-community/parse-server/commit/28aeda3f160efcbbcf85a85484a8d26567fa9761))### Reverts* fix: Inaccurate table total row count for PostgreSQL ([6722110](https://github.com/parse-community/parse-server/commit/6722110f203bc5fdcaa68cdf091cf9e7b48d1cff))",1
Prevents using submitted filenames with ../ for controller (#812) * Prevents using submitted filenames with ../ for controller* Using preg replace for better parent paths replacesCo-authored-by: Raimondas Rimkevičius (aka MekDrop) <mekdrop@impresscms.org>,1
Merge branch 'feat/1.1.1/state' into test,0
Fix XSS when deleting device and port groups ,1
"XWIKI-21383: Prepare the cached XDOM in ui extensions, panels and wiki macros",0
comments,0
"[SECURITY-1633] No longer display the Gatling html reports through Je… …nkinsMotivations:- We used a hack to dsiplay the html reports without the need of CSP- Malicious script could use our hack to have access to JenkinsModifications:- No longer display the html reports through Jenkins, but instead allow the user to download a zip of it- Updated minimum Jenkins version to 2.150.3- Minor cleaning inside pom.xml- removed now useless reports.jelly file- renamed ReportsRenderer into ReportsDownloaderResults:- no more hack around the CSP- users don't need to use Resource Root Url or disable CSP",1
refactor: some code improved found by Rector,0
chore(release): 6.1.0-beta.1 [skip ci]# [6.1.0-beta.1](https://github.com/parse-community/parse-server/compare/6.0.0...6.1.0-beta.1) (2023-03-02)### Bug Fixes* Security upgrade jsonwebtoken to 9.0.0 ([#8420](https://github.com/parse-community/parse-server/issues/8420)) ([f5bfe45](https://github.com/parse-community/parse-server/commit/f5bfe4571e82b2b7440d41f3cff0d49937398164))### Features* Add option `schemaCacheTtl` for schema cache pulling as alternative to `enableSchemaHooks` ([#8436](https://github.com/parse-community/parse-server/issues/8436)) ([b3b76de](https://github.com/parse-community/parse-server/commit/b3b76de71b1d4265689d052e7837c38ec1fa4323))* Add Parse Server option `resetPasswordSuccessOnInvalidEmail` to choose success or error response on password reset with invalid email ([#7551](https://github.com/parse-community/parse-server/issues/7551)) ([e5d610e](https://github.com/parse-community/parse-server/commit/e5d610e5e487ddab86409409ac3d7362aba8f59b))* Deprecate LiveQuery `fields` option in favor of `keys` for semantic consistency ([#8388](https://github.com/parse-community/parse-server/issues/8388)) ([a49e323](https://github.com/parse-community/parse-server/commit/a49e323d5ae640bff1c6603ec37fdaddb9328dd1)),1
fix: form check id,1
Merge branch 'next-31272/auto-imported-from-github' into 'trunk'NEXT-31272 - Use non arbitrary product search index infoSee merge request shopware/6/product/platform!11681,1
Merge pull request #10543 from vlsi/sign_hash signing plugin: use SHA512 instead of SHA1 when signing artifacts,1
Corrected comment priority,0
Add CLI tests ,1
"Map buffer into (0, 0) image",1
[TASK] Extract FlexForm TCA migration & preparationHaving the TCA migration & preparation of singleFlexForm fields within resolveFileDirectives() whichis supposed to only resolve sheet sub files isconfusing. It should be an own method.Resolves: #102266Releases: mainChange-Id: I7337d1454824a96ef71f2d14185fcfb48ae22547Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81591Reviewed-by: Andreas Kienast <a.fernandez@scripting-base.de>Tested-by: Benni Mack <benni@typo3.org>Tested-by: core-ci <typo3@b13.com>Reviewed-by: Benni Mack <benni@typo3.org>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Tested-by: Andreas Kienast <a.fernandez@scripting-base.de>,0
Merge pull request #7481 from radarhere/gray,0
Update dependency postcss-scss to v4.0.8 (#8475)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
Merge remote-tracking branch 'origin/develop',0
v0.8.3 intf only accetps alphabets and numbers ,1
refactor: upgrade ws from 8.7.0 to 8.8.0 (#8092),0
Use singleton for offsetSigned-off-by: snipe <snipe@snipe.net>,0
Disable unused feature. ,1
chore: mark crpyt() as deprecated,1
"[TASK] Deprecate EMU::addPageTSConfig()ExtensionManagementUtility::addPageTSConfig() hasbeen superseded in v12 with feature #96614 already,which allows autoloading Configuration/page.tsconfigfiles.To further reduce ExtensionManagementUtility,ext_localconf.php files and TYPO3_CONF_VARS, theold way is now marked as deprecated.The patch does that, documents the impact andrefactors a couple of tests to deal with thisas well.Resolves: #101799Related: #96614Releases: mainChange-Id: I1e71ea2c9dbc2d305668036d92911a7704b29c4aReviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/80758Reviewed-by: Stefan B�rk <stefan@buerk.tech>Tested-by: Oliver Klee <typo3-coding@oliverklee.de>Tested-by: Stefan B�rk <stefan@buerk.tech>Tested-by: core-ci <typo3@b13.com>Reviewed-by: Oliver Klee <typo3-coding@oliverklee.de>Reviewed-by: Garvin Hicking <gh@faktor-e.de>",0
[SECURITY-478] Strengthening test. ,1
chore: update server tests (#2118),0
Legalize TF::AddNOp with variant inputs to tfl customPiperOrigin-RevId: 574381590,0
Merge pull request #125 from brockpetrie/npm-vulnerability Moment vulnerability,1
"MH-11862, Fix Solr role handling ",1
update,0
NEXT-31087 - Wrong twig block and class naming,0
Update WebPImagePlugin.py,0
NEXT-25584 - Implement command to update all media paths,0
fix: escape property names in compat mode (#1736) ,1
Added tighter controls for matching log ID and item_idSigned-off-by: snipe <snipe@snipe.net>,1
Merge branch 'next-30511/move-common-classes' into 'trunk'NEXT-30511 - Move common classesSee merge request shopware/6/product/platform!11490,0
NEXT-30511 - Move tests,0
Prevent 2 public shelfs with same names due to changing public property ,1
[stream_executor] Add support for launching command buffers within command buffersPiperOrigin-RevId: 574786989,0
MDL-79551 versions: Main version bump,0
Merge branch 'MDL-79642-q_tags_off' of https://github.com/leonstr/moodle,0
feat(vaunt): add vaunt config,0
Merge pull request #7316 from radarhere/pdf_alpha,0
Fix debugger to string for class constructors,0
fix: image width error while loading (#2394)fix image width error while loading,1
fx #1734 ,1
Update dependency sass to v1.69.3 (#8611)Co-authored-by: renovate[bot] <29139614+renovate[bot]@users.noreply.github.com>,0
"[JENKINS-72016] Define a thread pool for `ProxyConfiguration`’s `HttpClient` (#8490)* Define a thread pool for `ProxyConfiguration`’s `HttpClient`* Skip test on Windows https://github.com/jenkinsci/jenkins/pull/8490#issuecomment-1720108881",1
"Support BGR;15, BGR;16 and BGR;24 in putdata",0
"fix(security): do not allow all origins by default BREAKING CHANGE: previously, all origins were allowed by default, whichmeant that a Socket.IO server sent the necessary CORS headers(`Access-Control-Allow-xxx`) to any domain by default.Please note that you are not impacted if:- you are using Socket.IO v2 and the `origins` option to restrict the list of allowed domains- you are using Socket.IO v3 (disabled by default)This commit also removes the support for '*' matchers and protocol-lessURL:```io.origins('https://example.com:443'); => io.origins(['https://example.com']);io.origins('localhost:3000');          => io.origins(['http://localhost:3000']);io.origins('http://localhost:*');      => io.origins(['http://localhost:3000']);io.origins('*:3000');                  => io.origins(['http://localhost:3000']);```To restore the previous behavior (please use with caution):```jsio.origins((_, callback) => {  callback(null, true);});```See also:- https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS- https://socket.io/docs/v3/handling-cors/- https://socket.io/docs/v3/migrating-from-2-x-to-3-0/#CORS-handlingThanks a lot to https://github.com/ni8walk3r for the security report.",1
Merge pull request from GHSA-gpfj-4j6g-c4w9 Fix Clipboard-based DOM XSS,1
"fix(ses): Harden all non-integer typed array properties, even if cano… …nicalHermes allows both 1.2000000000000001 and 1.2000000000000002 to be added",1
Added fix to adjust how the servlet context path is handled Based on a thread from the Servlet Expert Group,1
MDL-79557 message: Clean subject field content for get_messages WS,1
"feat: Adds the CachingMostRecentProvider. Deprecates MostRecentProvider. Time-based key re-authorization logic in MostRecentProvider did not re-authorize the use of the keyafter key usage permissions were changed at the key provider (for example AWS Key ManagementService). This created the potential for keys to be used in the DynamoDB Encryption Client afterpermissions to do so were revoked.The MostRecentProvider is deprecated. It is removed in 2.0.0. New deployments should use theCachingMostRecentProvider, and existing deployments should upgrade as soon as possible. Seehttps://docs.aws.amazon.com/dynamodb-encryption-client/latest/devguide/most-recent-provider.html#mrp-versionsfor more details.This change also addresses interoperability issues between the Python and Java implementations ofthe DynamoDB Encryption Client.",1
Bytecode Regen,0
`LazyBuildMixIn.getEstimatedDurationCandidates` duplication (#8233),0
feat: added rewrite rules for user pages,0
"[JENKINS-72020] Restore ability to reorder clouds (#8492)* [JENKINS-72020] Reorder cloudsAdding back controls to reorder clouds.Since clouds order is taken into account for node provisioning, users should be able to reorder them as needed.* Use tertiary buttons* Separate screen for reordering* Include reordering in the cloud list directly (thanks @timja)* Show the save button after the first reordering* Separate JSOnly display order column when admin* Fix reviews* Remove unused string* Put drag-and-drop handle in the cloud icon column* Add missing permission check* Add a small blurb to clarify what cloud order is used for.",1
"Bump asm.version from 9.5 to 9.6 (#8545)Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
"Fix unsoundness in ImmediateIO and TransactionalIO, aka RUSTSEC-2020-… …0152 aka#1.Unsafe impls of Sync for both of these structs are removed, and Send bounds areintroduced where necessary to allow Sync to be properly deduced instead.The unsafe impls were introduced due to an incorrect analysis of why Sync wasnot being auto-deduced as expected for these structs. The removed commentexplains the original flawed analysis, which attributed it to the presence of astruct member of type PhantomData<EI>, under the assumption that the only""real"" value of type EI in the struct is ultimately inside an IOMutex thatshould bless it with Sync-ness regardless if EI is itself Sync.In fact, Sync was not being deduced due to the absence of a *Send* bound on thetype EI, which is required for Expander<EI> to be Send, which is required forIOMutex<Expander<EI>> to be *Sync*. The presence of the PhantomData<EI> memberturns out to be entirely irrelevant.The bug could theoretically result in a data race if either type is used withan EI that is not safe to send between threads.This is a breaking change due to the addition of a trait bound in the publicAPI.",1
NEXT-30544 - Add update interval for sitemap documentation,0
fix: strip sensitive headers on redirect to different origin ,1
chore: update dark mode styles,0
"Merged commit includes the following changes: 504684855  by A. Unique TensorFlower<gardener@tensorflow.org>:    Remove legacy references from `ops.py`.    This is done to eventually remove the lazy loads in `indexed_slices.py`.--504682660  by A. Unique TensorFlower<gardener@tensorflow.org>:    Add missing reference symbol.--504682467  by A. Unique TensorFlower<gardener@tensorflow.org>:    #tf-data-service Add a function to parse split file names.--504680829  by A. Unique TensorFlower<gardener@tensorflow.org>:    Update XNNPACK README to document feature parity for FP16 operators--504677404  by A. Unique TensorFlower<gardener@tensorflow.org>:    Automated rollback of changelist 504103068.504676634  by A. Unique TensorFlower<gardener@tensorflow.org>:    Automated rollback of changelist 504656381.504672100  by A. Unique TensorFlower<gardener@tensorflow.org>:    Delete compiler/xla/stream_executor/lib/initialize.h, update users to depend on stream_executor/platform/intialize.h directly--504669543  by A. Unique TensorFlower<gardener@tensorflow.org>:    Refactor transforms to make buildozer object injectable.--504667726  by A. Unique TensorFlower<gardener@tensorflow.org>:    Update all CI dependencies to non vulnerable versions.    This MUST land before branch cut.--504661218  by A. Unique TensorFlower<gardener@tensorflow.org>:    Update TFRT dependency to use revision    http://github.com/tensorflow/runtime/commit/c653281a1a23c0c3d41536a983c7d10fcc5b1fbf.--504660212  by A. Unique TensorFlower<gardener@tensorflow.org>:    Change TraceMeArg to keep a reference to an AlphaNum constructed on the stack rather than constructing it by value.    The eliminates a lifetime safety bug where AlphaNum uses a default constructed argument as a string buffer that was a dangling reference before.    Also add a LIFETIME_BOUND attribute to ensure this is used correctly.--504660069  by A. Unique TensorFlower<gardener@tensorflow.org>:    Add kIsOpenSource to tsl/platform/test.h--504659330  by A. Unique TensorFlower<gardener@tensorflow.org>:    Update usages of tensorflow::Status::SetPayload.--504656381  by A. Unique TensorFlower<gardener@tensorflow.org>:    Remove the scrubbing of constants in tpu_cluster_formation.    Instead, just ignore tf.Const attributes, in CollectAndGroupClusterOps. This    is functionally equivalent (for this pass), but a bit more clean since it    doesn't leave modified tf.Const ops behind.--504654874  by A. Unique TensorFlower<gardener@tensorflow.org>:    Add missing dependency for the Mac build.--504653641  by A. Unique TensorFlower<gardener@tensorflow.org>:    Internal visibility change--504648821  by A. Unique TensorFlower<gardener@tensorflow.org>:    Automated rollback of changelist 504006190.BEGIN_PUBLICRollback of PR #59418: [aarch64] enable acl linking for cpu xla for mkl_aarch64_threadpool configReason: The configuration is still not very well-tested.END_PUBLIC504645490  by A. Unique TensorFlower<gardener@tensorflow.org>:    Fix input validation for GRU ops.--504633571  by A. Unique TensorFlower<gardener@tensorflow.org>:    [SE] Replace uses of stream_executor::port::error with tsl::error.    This lets us remove stream_executor/lib/error.h!    No functional change; these are aliases of one another.--504633188  by A. Unique TensorFlower<gardener@tensorflow.org>:    Update tf.tpu.experimental.initialize_tpu_system to disable running on eager mode.--504618714  by A. Unique TensorFlower<gardener@tensorflow.org>:    [XLA:GPU] Update hlo graph dumper to additionally dump the gemm epilogue from the GemmBackendConfig--504618661  by A. Unique TensorFlower<gardener@tensorflow.org>:    Fix ODR violation from zen_util.h--504616623  by A. Unique TensorFlower<gardener@tensorflow.org>:    [tf.data] Collect the iterator's memory usage metrics for /tfdataz page.--504612989  by A. Unique TensorFlower<gardener@tensorflow.org>:    Internal changePiperOrigin-RevId: 504684855",1
